date, pm25, pm10, o3, no2, so2, co
2016/2/5, 66, 26, 15, 11, 4, 
2016/2/6, 55, 14, 16, 4, 2, 
2016/2/7, 22, 16, 15, 7, 2, 
2016/2/8, 21, 29, 16, 5, 3, 
2016/2/9, 28, 17, 15, 12, 3, 
2016/2/10, 35, 23, 12, 12, 4, 
2016/2/11, 37, 17, 11, 10, 2, 
2016/2/12, 35, 15, 15, 6, 2, 
2016/2/13, 18, 17, 20, 5, 2, 
2016/2/14, 23, 27, 18, 7, 1, 
2016/2/15, 28, 23, 14, 13, 3, 
2016/2/16, 40, 22, 10, 15, 3, 
2016/2/17, 38, 12, 18, 9, 3, 
2016/2/18, 20, 20, 11, 14, 6, 
2016/2/19, 34, 16, 14, 10, 3, 
2016/2/20, 33, 23, 14, 7, 2, 
2016/2/21, 29, 29, 12, 11, 4, 
2016/2/22, 49, 18, 14, 11, 5, 
2016/2/23, 25, 26, 7, 15, 4, 
2016/2/24, 44, 16, 15, 11, 2, 
2016/2/25, 26, 15, 10, 14, 2, 
2016/2/26, 34, 14, 17, 7, 2, 
2016/2/27, 18, 28, 19, 5, 2, 
2016/2/28, 30, 28, 16, 14, 2, 
2016/2/29, 33, 25, 13, 13, 6, 
2016/3/1, 37, 23, 14, 9, 8, 
2016/3/2, 31, 21, 17, 9, 3, 
2016/3/3, 21, 14, 16, 7, 3, 
2016/3/4, 20, 15, 17, 7, 3, 
2016/3/5, 16, 10, 17, 5, 3, 
2016/3/6, 13, 18, 17, 7, 3, 
2016/3/7, 17, , , , , 
2016/3/14, 42, 25, 19, 13, 2, 
2016/3/15, 46, 29, 18, 13, 4, 
2016/3/16, 55, 16, 19, 7, 4, 
2016/3/17, 39, 21, 17, 9, 22, 
2016/3/18, 36, , , , , 
2016/3/21, 47, 26, 20, 11, 2, 
2016/3/22, 44, 31, 11, 16, 3, 
2016/3/23, 56, 30, 23, 8, 2, 
2016/3/24, 61, 31, 14, 9, 2, 
2016/3/25, 58, 21, 15, 8, 3, 
2016/3/26, 36, 18, 18, 6, 2, 
2016/3/27, 19, 21, 18, 6, 3, 
2016/3/28, 28, 18, 11, 10, 2, 
2016/3/29, 18, 14, 12, 8, 2, 
2016/3/30, 22, 18, 4, 13, 8, 
2016/3/31, 20, 15, 3, 11, 3, 
2015/10/1, 79, 30, 27, 14, 2, 
2015/10/2, 70, 25, 28, 13, 3, 
2015/10/3, 70, 26, 14, 13, 1, 
2015/10/4, 65, 26, 12, 16, 1, 
2015/10/5, 51, 23, 20, 11, 2, 
2015/10/6, 42, 20, 18, 11, 3, 
2015/10/7, 42, 20, 20, 8, 1, 
2015/10/8, 41, 22, 23, 9, 1, 
2015/10/9, 47, 30, 15, 14, 1, 
2015/10/10, 61, 21, 26, 8, 1, 
2015/10/11, 56, 26, 19, 6, , 
2015/10/12, 56, 26, 22, 11, 1, 
2015/10/13, 64, 23, 27, 7, 1, 
2015/10/14, 53, 17, 25, 11, 2, 
2015/10/15, 43, 21, 23, 11, 2, 
2015/10/16, 109, 22, 18, 11, 1, 
2015/10/19, 42, 26, 22, 6, , 
2015/10/20, 53, 24, 19, 12, 1, 
2015/10/21, 55, 25, 19, 11, 2, 
2015/10/22, 64, 32, 8, 16, 2, 
2015/10/23, 66, 35, 7, 17, 3, 
2015/10/24, 82, 28, 23, 8, 1, 
2015/10/25, 57, 34, 16, 15, 3, 
2015/10/26, 72, 20, 18, 15, 2, 
2015/10/27, 41, 22, 11, 18, 2, 
2015/10/28, 54, 32, 7, 20, 2, 
2015/10/29, 64, 38, 7, 19, 2, 
2015/10/30, 69, 42, 4, 25, 2, 
2015/10/31, 77, 26, 18, 14, 2, 
2015/11/1, 58, 27, 10, 15, 1, 
2015/11/2, 66, 22, 14, 18, 1, 
2015/11/3, 51, 35, 5, 20, 2, 
2015/11/4, 66, 35, 4, 19, 2, 
2015/11/5, 77, 26, 10, 15, 2, 
2015/11/6, 58, 23, 11, 13, 2, 
2015/11/7, 53, 24, 9, 15, 1, 
2015/11/8, 54, 36, 8, 17, 1, 
2015/11/9, 75, 40, 7, 16, 3, 
2015/11/10, 88, 30, 11, 14, 3, 
2015/11/11, 71, 42, 5, 17, 4, 
2015/11/12, 87, 35, 5, 17, 6, 
2015/11/13, 82, , , , , 
2015/11/16, 81, 39, 14, 7, 4, 
2015/11/17, 77, 41, 9, 7, 4, 
2015/11/18, 79, 46, 2, 6, 5, 
2015/11/19, 77, 55, 11, 6, 3, 
2015/11/20, 80, 19, 14, 1, 1, 
2015/11/21, 33, 13, , , 1, 
2015/11/22, 32, 22, 7, , 2, 
2015/11/23, 45, 20, 8, 15, 2, 
2015/11/24, 37, 30, 11, 11, 2, 
2015/11/25, 38, 26, 12, 15, 6, 
2015/11/26, 36, 20, 6, 15, 1, 
2015/11/27, 27, 25, 12, 12, 2, 
2015/11/28, 28, 29, 6, 16, 4, 
2015/11/29, 48, 33, 2, 18, 7, 
2015/11/30, 63, 41, 4, 18, 3, 
2015/12/1, 76, 42, 1, 25, 9, 
2015/12/2, 83, 46, 1, 27, 6, 
2015/12/3, 88, 37, 9, 16, 4, 
2015/12/4, 50, 33, 3, 14, 3, 
2015/12/5, 61, 39, 3, 15, 6, 
2015/12/6, 72, 35, 3, 19, 4, 
2015/12/7, 76, 27, 4, 16, 3, 
2015/12/8, 50, 33, 4, 16, 4, 
2015/12/9, 56, 32, 2, 19, 6, 
2015/12/10, 63, 35, 4, 16, 5, 
2015/12/11, 71, 39, 2, 17, 5, 
2015/12/12, 79, 32, 3, 21, 5, 
2015/12/13, 65, 22, 7, 17, 2, 
2015/12/14, 45, 34, 7, 19, 4, 
2015/12/15, 52, 48, 1, 24, 5, 
2015/12/16, 83, 56, 5, 21, 5, 
2015/12/17, 75, 61, 1, 23, 6, 
2015/12/18, 102, 41, 8, 19, 2, 
2015/12/19, 64, 36, 12, 13, 3, 
2015/12/20, 59, 36, 3, 22, 6, 
2015/12/21, 70, 38, 2, 29, 8, 
2015/12/22, 68, 34, 8, 15, 3, 
2015/12/23, 50, 40, 2, 20, 6, 
2015/12/24, 79, 28, 4, 17, 2, 
2015/12/25, 48, 21, 7, 17, 3, 
2015/12/26, 46, 32, 9, 18, 3, 
2015/12/27, 69, 33, 15, 6, 1, 
2015/12/28, 51, 37, 5, 21, 4, 
2015/12/29, 67, 22, 11, 13, 3, 
2015/12/30, 41, , , , , 
2016/1/3, 45, 17, 18, 12, 3, 
2015/7/1, 59, 18, 20, 7, 3, 
2015/7/2, 32, 22, 24, 8, 2, 
2015/7/3, 43, 29, 26, 9, 3, 
2015/7/4, 60, 20, 21, 5, 3, 
2015/7/5, 33, 18, 20, 8, 1, 
2015/7/6, 37, 33, 17, 9, 5, 
2015/7/7, 50, 19, 20, 8, 1, 
2015/7/8, 30, 18, 24, 3, 1, 
2015/7/9, 30, 31, 27, 8, 4, 
2015/7/10, 50, 21, 23, 6, 2, 
2015/7/11, 38, 16, 23, 4, , 
2015/7/12, 27, 24, 22, 7, 3, 
2015/7/13, 40, 15, 22, 5, 1, 
2015/7/14, 26, 18, 20, 4, , 
2015/7/15, 36, 24, 23, 7, 2, 
2015/7/16, 47, 31, 26, 10, 3, 
2015/7/17, 64, 28, 26, 7, 2, 
2015/7/18, 59, 20, 25, 7, 1, 
2015/7/19, 47, 24, 22, 9, 2, 
2015/7/20, 49, 17, 16, 7, , 
2015/7/21, 37, 20, 16, 11, 1, 
2015/7/22, 33, 18, 22, 7, 1, 
2015/7/23, 31, 27, 15, 14, 3, 
2015/7/24, 43, 23, 26, 6, 2, 
2015/7/25, 33, 24, 20, 9, 3, 
2015/7/26, 42, 26, 17, 9, 4, 
2015/7/27, 30, 23, 22, 9, 3, 
2015/7/28, 39, 17, 20, 8, 1, 
2015/7/29, 26, 16, 24, 4, 1, 
2015/7/30, 25, 15, 28, 8, 1, 
2015/7/31, 32, 18, 32, 10, 2, 
2015/8/1, 39, 22, 33, 8, 1, 
2015/8/2, 45, 26, 25, 10, 2, 
2015/8/3, 55, 20, 23, 7, 1, 
2015/8/4, 26, 27, 26, 11, 4, 
2015/8/5, 35, 26, 24, 7, 1, 
2015/8/6, 35, 24, 19, 11, 2, 
2015/8/7, 39, 19, 24, 7, 1, 
2015/8/8, 29, 22, 26, 6, 1, 
2015/8/9, 29, 26, 28, 8, 2, 
2015/8/10, 50, 36, 24, 10, , 
2015/8/11, 52, 32, 23, 11, 1, 
2015/8/12, 53, 30, 16, 11, 3, 
2015/8/13, 56, 20, 18, 10, 4, 
2015/8/14, 38, 22, 20, 7, 1, 
2015/8/15, 41, 22, 20, 6, 1, 
2015/8/16, 40, 18, 21, 8, 1, 
2015/8/17, 42, 19, 22, 9, 2, 
2015/8/18, 33, 15, 22, 9, 1, 
2015/8/19, 32, 21, 26, 9, 2, 
2015/8/20, 41, 41, 22, 14, 2, 
2015/8/21, 75, 23, 23, 8, , 
2015/8/22, 53, 17, 21, 8, 1, 
2015/8/23, 25, 17, 21, 8, 5, 
2015/8/24, 29, 19, 22, 9, 1, 
2015/8/25, 24, 18, 19, 11, 2, 
2015/8/26, 37, 22, 18, 10, 2, 
2015/8/27, 38, 15, 19, 8, 1, 
2015/8/28, 28, 32, 21, 9, 1, 
2015/8/29, 62, 36, 21, 7, 1, 
2015/8/30, 72, 27, 18, 13, , 
2015/8/31, 58, 19, 24, 7, , 
2015/9/1, 37, 15, 23, 9, 1, 
2015/9/2, 34, 15, 21, 12, 1, 
2015/9/3, 38, 14, 21, 9, 1, 
2015/9/4, 36, 13, 24, 6, , 
2015/9/5, 30, 17, 28, 8, 1, 
2015/9/6, 32, 20, 28, 8, 2, 
2015/9/7, 36, 21, 27, 6, 1, 
2015/9/8, 44, 29, 21, 16, 4, 
2015/9/9, 53, 29, 20, 13, 4, 
2015/9/10, 47, 27, 21, 11, 1, 
2015/9/11, 52, 25, 19, 11, 1, 
2015/9/12, 43, 19, 17, 8, 2, 
2015/9/13, 37, 22, 19, 12, 7, 
2015/9/14, 33, 18, 15, 14, 2, 
2015/9/15, 37, 22, 20, 11, 2, 
2015/9/16, 44, 15, 22, 10, 4, 
2015/9/17, 34, 17, 21, 12, 4, 
2015/9/18, 38, 18, 24, 8, 1, 
2015/9/19, 37, 15, 25, 8, 1, 
2015/9/20, 37, 28, 18, 15, 3, 
2015/9/21, 58, 20, 19, 10, 2, 
2015/9/22, 45, 17, 20, 11, 2, 
2015/9/23, 36, 21, 22, 9, 1, 
2015/9/24, 47, 20, 25, 6, 1, 
2015/9/25, 41, 24, 26, 5, 1, 
2015/9/26, 45, 19, 27, 3, 1, 
2015/9/27, 40, 30, 28, 10, 1, 
2015/9/28, 58, 32, 27, 10, 2, 
2015/9/29, 67, 25, 28, 10, 1, 
2015/9/30, 62, 34, 23, 14, 6, 
2015/4/1, 21, 28, 25, 7, 1, 
2015/4/2, 20, 22, 22, 7, 2, 
2015/4/3, 36, 18, 27, 4, 2, 
2015/4/4, 10, 14, 24, 2, 2, 
2015/4/5, 18, 20, 27, 3, 2, 
2015/4/6, 22, 26, 27, 8, 2, 
2015/4/7, 40, 31, 25, 14, 2, 
2015/4/8, 47, 32, 25, 12, 5, 
2015/4/9, 53, 24, 20, 11, 2, 
2015/4/10, 48, 22, 24, 8, 2, 
2015/4/11, 45, 26, 22, 9, 2, 
2015/4/12, 46, 42, 22, 12, 4, 
2015/4/13, 58, 53, 19, 20, 3, 
2015/4/14, 61, 53, 16, 20, 4, 
2015/4/15, 69, 29, 19, 10, 2, 
2015/4/16, 35, 19, 24, 6, 1, 
2015/4/17, 23, 13, 22, 6, 1, 
2015/4/18, 17, 9, 22, 6, 1, 
2015/4/19, 20, 20, 23, 9, 2, 
2015/4/20, 41, 24, 22, 8, 1, 
2015/4/21, 42, 33, 15, 14, 3, 
2015/4/22, 50, 18, 20, 8, 1, 
2015/4/23, 22, 28, 19, 11, 3, 
2015/4/24, 44, 20, 20, 10, 2, 
2015/4/25, 41, 14, 20, 6, 2, 
2015/4/26, 22, 13, 17, 9, 2, 
2015/4/27, 14, 16, 20, 6, 1, 
2015/4/28, 11, 19, 21, 8, 2, 
2015/4/29, 25, 20, 14, 12, 2, 
2015/4/30, 43, 13, 13, 8, 1, 
2015/5/1, 22, 16, 14, 10, 2, 
2015/5/2, 33, 14, 18, 8, 1, 
2015/5/3, 18, 16, 18, 12, 2, 
2015/5/4, 25, 16, 22, 9, 2, 
2015/5/5, 16, 16, 24, 9, 2, 
2015/5/6, 26, 26, 23, 9, 2, 
2015/5/7, 29, 21, 22, 10, 2, 
2015/5/8, 28, 15, 22, 4, 1, 
2015/5/9, 11, 20, 20, 6, 2, 
2015/5/10, 39, 38, 22, 12, 6, 
2015/5/11, 77, 21, 21, 7, 1, 
2015/5/12, 46, 28, 19, 8, 2, 
2015/5/13, 50, 24, 20, 7, 2, 
2015/5/14, 32, 22, 19, 9, 5, 
2015/5/15, 22, 18, 21, 7, 2, 
2015/5/16, 20, 11, 19, 4, 1, 
2015/5/17, 18, 16, 19, 6, 1, 
2015/5/18, 20, 18, 21, 9, 1, 
2015/5/19, 18, 15, 19, 9, 1, 
2015/5/20, 19, 16, 20, 7, 1, 
2015/5/21, 23, 16, 21, 7, 2, 
2015/5/22, 25, 14, 22, 6, 1, 
2015/5/23, 27, 10, 16, 4, 1, 
2015/5/24, 15, 9, 17, 4, 1, 
2015/5/25, 16, 17, 18, 6, 1, 
2015/5/26, 26, 15, 22, 3, 1, 
2015/5/27, 19, 19, 22, 6, 1, 
2015/5/28, 32, 13, 22, 4, 1, 
2015/5/29, 21, 18, 15, 5, 3, 
2015/5/30, 33, 17, 13, 6, 4, 
2015/5/31, 31, 10, 16, 7, 1, 
2015/6/1, 15, 22, 20, 6, 2, 
2015/6/2, 27, 15, 17, 5, 1, 
2015/6/3, 25, 22, 14, 6, 1, 
2015/6/4, 35, 20, 15, 8, 1, 
2015/6/5, 25, 12, 15, 3, 1, 
2015/6/6, 13, 16, 19, 2, 1, 
2015/6/7, 18, 30, 23, 5, 1, 
2015/6/8, 21, 30, 26, 6, 1, 
2015/6/9, 31, 29, 22, 10, 1, 
2015/6/10, 32, 32, 21, 10, 1, 
2015/6/11, 45, 19, 22, 8, 1, 
2015/6/12, 33, 15, 23, 6, 1, 
2015/6/13, 21, 16, 20, 8, 1, 
2015/6/14, 21, 14, 18, 7, 1, 
2015/6/15, 25, 16, 17, 7, 2, 
2015/6/16, 31, 17, 22, 6, 1, 
2015/6/17, 30, 19, 21, 6, , 
2015/6/18, 30, 14, 17, 5, , 
2015/6/19, 28, 12, 19, 3, , 
2015/6/20, 29, 18, 21, 4, , 
2015/6/21, 45, 24, 17, 6, 1, 
2015/6/22, 38, 18, 20, 5, 1, 
2015/6/23, 34, 27, 21, 6, 1, 
2015/6/24, 60, 29, 29, 8, 1, 
2015/6/25, 52, 42, 25, 12, 6, 
2015/6/26, 80, 25, 22, 6, 2, 
2015/6/27, 58, 29, 18, 7, 2, 
2015/6/28, 46, 21, 21, 5, , 
2015/6/29, 41, 37, 19, 10, 7, 
2015/6/30, 59, 29, 20, 10, 2, 
2015/1/1, 83, 39, 6, 11, 12, 
2015/1/2, 88, 36, 11, 9, 10, 
2015/1/3, 84, 30, 9, 7, 5, 
2015/1/4, 76, 31, 4, 7, 7, 
2015/1/5, 74, 33, 6, 7, 6, 
2015/1/6, 85, 38, 4, 9, 8, 
2015/1/7, 87, 37, 2, 11, 10, 
2015/1/8, 85, 40, 3, 9, 9, 
2015/1/9, 80, 34, 4, 7, 9, 
2015/1/10, 83, 25, 22, 5, 3, 
2015/1/11, 55, 38, 3, 9, 5, 
2015/1/12, 68, 36, 8, 10, 5, 
2015/1/13, 79, 29, 13, 9, 4, 
2015/1/14, 56, 21, 18, 10, 3, 
2015/1/15, 53, 14, 13, 8, 1, 
2015/1/16, 38, 18, 21, 6, 3, 
2015/1/17, 37, 15, 23, 6, 3, 
2015/1/18, 47, 14, 26, 6, 2, 
2015/1/19, 35, 8, 18, 6, 2, 
2015/1/20, 36, 14, 22, 10, 3, 
2015/1/21, 19, 21, 18, 13, 3, 
2015/1/22, 27, 20, 10, 18, 4, 
2015/1/23, 45, 18, 10, 16, 4, 
2015/1/24, 52, 21, 19, 12, 2, 
2015/1/25, 38, 23, 9, 18, 5, 
2015/1/26, 78, 19, 8, 20, 7, 
2015/1/27, 48, 17, 12, 16, 3, 
2015/1/28, 39, 15, 15, 11, 3, 
2015/1/29, 14, 19, 17, 11, 8, 
2015/1/30, 22, 21, 19, 9, 6, 
2015/1/31, 15, 15, 21, 7, 3, 
2015/2/1, 16, 10, 19, 14, 2, 
2015/2/2, 21, 8, 21, 12, 1, 
2015/2/3, 15, 14, 21, 8, 2, 
2015/2/4, 16, 14, 22, 14, 2, 
2015/2/5, 22, 14, 19, 15, 2, 
2015/2/6, 40, 29, 10, 16, 3, 
2015/2/7, 72, 28, 18, 11, 2, 
2015/2/8, 66, 22, 23, 8, 1, 
2015/2/9, 33, 33, 17, 19, 4, 
2015/2/10, 65, 31, 15, 23, 7, 
2015/2/11, 65, 39, 11, 26, 7, 
2015/2/12, 86, 24, 18, 19, 5, 
2015/2/13, 51, 15, 22, 11, 2, 
2015/2/14, 22, 17, 18, 11, 4, 
2015/2/15, 36, 15, 19, 12, 3, 
2015/2/16, 19, 23, 24, 5, 1, 
2015/2/17, 15, 21, 21, 13, 3, 
2015/2/18, 36, 31, 13, 19, 7, 
2015/2/19, 58, 18, 14, 17, 4, 
2015/2/20, 44, 15, 22, 8, 4, 
2015/2/21, 17, 9, 22, 6, 1, 
2015/2/22, 13, 16, 20, 9, 4, 
2015/2/23, 23, 20, 24, 10, 4, 
2015/2/24, 28, 19, 21, 10, 3, 
2015/2/25, 26, 17, 17, 12, 5, 
2015/2/26, 32, 21, 23, 14, 2, 
2015/2/27, 20, 11, 19, 9, 2, 
2015/2/28, 20, 22, 19, 9, 1, 
2015/3/1, 25, 18, 15, 14, 3, 
2015/3/2, 28, 15, 19, 14, 2, 
2015/3/3, 30, 17, 23, 11, 1, 
2015/3/4, 24, 22, 25, 11, 1, 
2015/3/5, 36, 34, 22, 16, 6, 
2015/3/6, 42, 37, 18, 19, 5, 
2015/3/7, 69, 27, 26, 13, 4, 
2015/3/8, 65, 32, 22, 12, 4, 
2015/3/9, 66, 48, 22, 13, 6, 
2015/3/10, 87, 42, 18, 13, 3, 
2015/3/11, 82, 50, 14, 14, 3, 
2015/3/12, 86, 18, 22, 11, 2, 
2015/3/13, 20, 18, 20, 10, 2, 
2015/3/14, 23, 27, 19, 9, 1, 
2015/3/15, 60, 28, 21, 12, 2, 
2015/3/16, 67, 29, 19, 15, 2, 
2015/3/17, 65, 31, 24, 11, 2, 
2015/3/18, 63, 20, 24, 9, 1, 
2015/3/19, 38, 40, 23, 6, 1, 
2015/3/20, 88, 24, 22, 8, , 
2015/3/21, 54, 27, 24, 4, 1, 
2015/3/22, 43, 11, 20, 10, 2, 
2015/3/23, 21, 20, 24, 10, 1, 
2015/3/24, 35, 13, 21, 10, 2, 
2015/3/25, 19, 9, 19, 10, 2, 
2015/3/26, 25, 16, 16, 9, 3, 
2015/3/27, 28, 24, 17, 9, 4, 
2015/3/28, 45, 28, 17, 10, 8, 
2015/3/29, 40, 22, 23, 11, 10, 
2015/3/30, 34, 26, 19, 8, 5, 
2015/3/31, 27, 30, 24, 6, 2, 
2014/10/1, 60, 29, 25, 11, 2, 
2014/10/2, 56, 37, 27, 15, 1, 
2014/10/3, 61, 39, 21, 15, 3, 
2014/10/4, 74, 22, 28, 7, 1, 
2014/10/5, 34, 24, 11, 16, 4, 
2014/10/6, 49, 25, 14, 16, 3, 
2014/10/7, 48, 27, 10, 16, 2, 
2014/10/8, 60, 26, 18, 14, 2, 
2014/10/9, 59, 27, 14, 14, 3, 
2014/10/10, 61, 29, 20, 12, 4, 
2014/10/11, 66, 28, 19, 11, 4, 
2014/10/12, 67, 17, 26, 7, 1, 
2014/10/13, 44, 23, 18, 17, 4, 
2014/10/14, 54, 26, 6, 20, 3, 
2014/10/15, 63, 20, 10, 18, 2, 
2014/10/16, 52, 17, 18, 13, 1, 
2014/10/17, 43, 21, 21, 14, 6, 
2014/10/18, 49, 22, 23, 10, 3, 
2014/10/19, 62, 29, 16, 15, 2, 
2014/10/20, 62, 41, 12, 17, 5, 
2014/10/21, 82, 27, 23, 11, 1, 
2014/10/22, 56, 39, 7, 26, 5, 
2014/10/23, 76, 46, 10, 25, 8, 
2014/10/24, 75, 47, 6, 22, 8, 
2014/10/25, 86, 48, 12, 17, 2, 
2014/10/26, 87, 45, 6, 20, 7, 
2014/10/27, 83, 43, 4, 24, 7, 
2014/10/28, 78, 55, 2, 26, 5, 
2014/10/29, 89, 46, 5, 24, 8, 
2014/10/30, 88, 46, 8, 28, 5, 
2014/10/31, 87, 28, 19, 15, 4, 
2014/11/1, 64, 24, 16, 13, 3, 
2014/11/2, 68, 21, 11, 20, 3, 
2014/11/3, 61, 14, 21, 12, 1, 
2014/11/4, 46, 13, 25, 13, 1, 
2014/11/5, 48, 22, 12, 19, 5, 
2014/11/6, 61, 23, 19, 17, 4, 
2014/11/7, 54, 18, 10, 19, 4, 
2014/11/8, 57, 13, 24, 9, 2, 
2014/11/9, 44, 21, 11, 20, 4, 
2014/11/10, 55, 15, 20, 13, 2, 
2014/11/11, 40, 21, 21, 17, 2, 
2014/11/12, 53, 25, 18, 17, 3, 
2014/11/13, 62, 28, 19, 21, 4, 
2014/11/14, 66, 14, 22, 11, 2, 
2014/11/15, 48, 16, 26, 8, 4, 
2014/11/16, 49, 20, 26, 16, 3, 
2014/11/17, 51, 26, 5, 20, 4, 
2014/11/18, 67, 27, 18, 17, 3, 
2014/11/19, 64, 40, 1, 20, 3, 
2014/11/20, 85, 37, 1, 22, 5, 
2014/11/21, 85, 34, 3, 16, 3, 
2014/11/22, 82, 22, 18, 11, 2, 
2014/11/23, 58, 17, 23, 15, , 
2014/11/24, 50, 17, 14, 14, 1, 
2014/11/25, 52, 24, 14, 17, 3, 
2014/11/26, 65, 26, 7, 20, 3, 
2014/11/27, 68, 20, 14, 20, 2, 
2014/11/28, 53, 21, 8, 16, 3, 
2014/11/29, 64, 38, 18, 11, 1, 
2014/11/30, 64, 28, 14, 16, 1, 
2014/12/1, 61, 22, 16, 15, 1, 
2014/12/2, 55, 20, 13, 15, 1, 
2014/12/3, 45, 15, 12, 15, 2, 
2014/12/4, 48, 19, 19, 12, 2, 
2014/12/5, 47, 17, 18, 6, 1, 
2014/12/6, 42, 15, 17, 4, 1, 
2014/12/7, 43, 18, 17, 5, 2, 
2014/12/8, 44, 24, 18, 8, 2, 
2014/12/9, 49, 21, 11, 8, 5, 
2014/12/10, 49, 28, 20, 8, 4, 
2014/12/11, 49, 34, 7, 18, 3, 
2014/12/12, 75, 14, 23, 8, 2, 
2014/12/13, 35, 18, 28, 9, 1, 
2014/12/14, 38, 21, 7, 8, 3, 
2014/12/15, 64, 19, 17, 9, 2, 
2014/12/16, 43, 24, 16, 6, 4, 
2014/12/17, 46, 23, 10, 8, 6, 
2014/12/18, 57, 27, 6, 9, 8, 
2014/12/19, 64, 24, 4, 8, 6, 
2014/12/20, 65, 18, 23, 3, 1, 
2014/12/21, 34, 24, 16, 6, 2, 
2014/12/22, 55, 38, 1, 10, 9, 
2014/12/23, 89, 28, 3, 10, 5, 
2014/12/24, 71, 27, 12, 6, 3, 
2014/12/25, 69, 27, 10, 7, 5, 
2014/12/26, 64, 32, 18, 4, 3, 
2014/12/27, 49, 20, 28, 3, 2, 
2014/12/28, 39, , , , , 
2014/9/25, 93, 31, 28, 11, 3, 
2014/9/26, 71, 37, 30, 14, 2, 
2014/9/27, 73, 32, 32, 16, 3, 
2014/9/28, 74, 24, 26, 14, 4, 
2014/9/29, 57, 33, 21, 14, 3, 
2014/9/30, 70, 26, 29, 11, 2, 
2024/12/31, , 26, 8, 14, 3, 
2024/2/8, , 232, , , , 
2024/3/10, , 34, 35, 7, , 
2022/3/23, , 33, 50, 5, , 
2021/11/30, , 22, 28, 15, 2, 
2021/1/23, , 15, 29, 5, , 
2020/3/31, , 23, 36, 7, , 
2019/12/31, , 33, 23, 11, , 
2020/3/12, , 24, 20, 10, 1, 
2019/8/26, , 16, 23, 8, 8, 
2018/12/31, , 16, 21, 11, 1, 
2018/9/6, , 14, 36, 7, , 
2017/12/31, , 12, 31, 8, 2, 
2017/9/9, , 10, 8, 15, 1, 
2017/9/10, , 20, 19, 19, 5, 
2016/4/3, , 14, 15, 11, 2, 
2016/3/13, , 26, 14, 9, 1, 
2016/3/20, , 29, 15, 9, 2, 
2015/10/17, , 33, 17, 11, 1, 
2015/10/18, , 22, 19, 7, 1, 
2015/11/15, , 34, 13, 7, 3, 
2016/1/2, , 21, 15, 12, 2, 
2014/12/31, , 33, 8, 9, 8, 
